year,zipcode,name,total_population,white_population,black_population,asian_population,hispanic_population,other_population,source_dataset
2020,10001,ZCTA5 10001,25026,15880,1619,5201,3925,0,ACS 2020 5-year (ZCTA)
2020,10002,ZCTA5 10002,74363,23574,6645,31140,19155,0,ACS 2020 5-year (ZCTA)
2020,10003,ZCTA5 10003,54671,39951,2759,8244,4732,0,ACS 2020 5-year (ZCTA)
2020,10004,ZCTA5 10004,3310,2259,160,674,193,24,ACS 2020 5-year (ZCTA)
2020,10005,ZCTA5 10005,8664,6326,174,1514,529,121,ACS 2020 5-year (ZCTA)
2020,10006,ZCTA5 10006,3260,2291,156,561,287,0,ACS 2020 5-year (ZCTA)
2020,10007,ZCTA5 10007,7566,5784,623,882,1110,0,ACS 2020 5-year (ZCTA)
2020,10009,ZCTA5 10009,58267,34556,4581,8749,13476,0,ACS 2020 5-year (ZCTA)
2020,10010,ZCTA5 10010,34763,23667,3810,5231,3138,0,ACS 2020 5-year (ZCTA)
2020,10011,ZCTA5 10011,50228,39014,2303,4477,6875,0,ACS 2020 5-year (ZCTA)
2020,10012,ZCTA5 10012,23034,17165,613,3981,1915,0,ACS 2020 5-year (ZCTA)
2020,10013,ZCTA5 10013,28657,17734,940,8115,1905,0,ACS 2020 5-year (ZCTA)
2020,10014,ZCTA5 10014,29071,25470,484,1231,2405,0,ACS 2020 5-year (ZCTA)
2020,10016,ZCTA5 10016,52912,36986,1764,9767,6706,0,ACS 2020 5-year (ZCTA)
2020,10017,ZCTA5 10017,16065,11723,437,3240,686,0,ACS 2020 5-year (ZCTA)
2020,10018,ZCTA5 10018,8135,4693,310,2492,1191,0,ACS 2020 5-year (ZCTA)
2020,10019,ZCTA5 10019,45521,30126,2453,8496,8011,0,ACS 2020 5-year (ZCTA)
2020,10021,ZCTA5 10021,42253,35183,119,4718,2165,68,ACS 2020 5-year (ZCTA)
2020,10022,ZCTA5 10022,31574,26359,435,3417,3069,0,ACS 2020 5-year (ZCTA)
2020,10023,ZCTA5 10023,62228,48343,2776,6973,5283,0,ACS 2020 5-year (ZCTA)
2020,10024,ZCTA5 10024,60714,50515,1773,4107,6555,0,ACS 2020 5-year (ZCTA)
2020,10025,ZCTA5 10025,92162,59085,9754,9188,21867,0,ACS 2020 5-year (ZCTA)
2020,10026,ZCTA5 10026,38937,9971,20310,2411,7607,0,ACS 2020 5-year (ZCTA)
2020,10027,ZCTA5 10027,64728,19471,25429,5512,16263,0,ACS 2020 5-year (ZCTA)
2020,10028,ZCTA5 10028,47962,40441,847,4990,3548,0,ACS 2020 5-year (ZCTA)
2020,10029,ZCTA5 10029,74617,23188,23400,8142,33471,0,ACS 2020 5-year (ZCTA)
2020,10030,ZCTA5 10030,30996,5412,18542,1147,8564,0,ACS 2020 5-year (ZCTA)
2020,10031,ZCTA5 10031,60280,17993,17271,2361,29950,0,ACS 2020 5-year (ZCTA)
2020,10032,ZCTA5 10032,59527,16262,10803,2542,39054,0,ACS 2020 5-year (ZCTA)
2020,10033,ZCTA5 10033,58648,23458,5118,1470,39008,0,ACS 2020 5-year (ZCTA)
2020,10034,ZCTA5 10034,41933,14749,5837,1257,29248,0,ACS 2020 5-year (ZCTA)
2020,10035,ZCTA5 10035,36999,7743,14458,1361,16800,0,ACS 2020 5-year (ZCTA)
2020,10036,ZCTA5 10036,28231,17606,1928,5529,4991,0,ACS 2020 5-year (ZCTA)
2020,10037,ZCTA5 10037,19177,2339,12961,763,4428,0,ACS 2020 5-year (ZCTA)
2020,10038,ZCTA5 10038,24205,12347,2516,6975,2631,0,ACS 2020 5-year (ZCTA)
2020,10039,ZCTA5 10039,27090,3954,16253,529,9061,0,ACS 2020 5-year (ZCTA)
2020,10040,ZCTA5 10040,45197,14944,4055,1293,31425,0,ACS 2020 5-year (ZCTA)
2020,10044,ZCTA5 10044,12770,5949,1582,4136,1197,0,ACS 2020 5-year (ZCTA)
2020,10065,ZCTA5 10065,30339,24572,636,4392,2385,0,ACS 2020 5-year (ZCTA)
2020,10069,ZCTA5 10069,6504,3111,315,1883,1095,100,ACS 2020 5-year (ZCTA)
2020,10075,ZCTA5 10075,22591,18775,457,1416,3710,0,ACS 2020 5-year (ZCTA)
2020,10128,ZCTA5 10128,57993,44069,2644,5364,8538,0,ACS 2020 5-year (ZCTA)
2020,10280,ZCTA5 10280,9372,7129,55,1710,1082,0,ACS 2020 5-year (ZCTA)
2020,10282,ZCTA5 10282,6086,4670,139,998,639,0,ACS 2020 5-year (ZCTA)
2020,10301,ZCTA5 10301,38001,21927,8300,3009,9448,0,ACS 2020 5-year (ZCTA)
2020,10302,ZCTA5 10302,17942,9247,4584,1211,6785,0,ACS 2020 5-year (ZCTA)
2020,10303,ZCTA5 10303,27164,11474,8918,2071,10853,0,ACS 2020 5-year (ZCTA)
2020,10304,ZCTA5 10304,42133,21822,11931,4063,9542,0,ACS 2020 5-year (ZCTA)
2020,10305,ZCTA5 10305,42968,29468,2889,7404,6164,0,ACS 2020 5-year (ZCTA)
2020,10306,ZCTA5 10306,54318,43058,1874,4696,9464,0,ACS 2020 5-year (ZCTA)
2020,10307,ZCTA5 10307,15053,13834,17,691,1339,0,ACS 2020 5-year (ZCTA)
2020,10308,ZCTA5 10308,28901,26378,463,1548,2692,0,ACS 2020 5-year (ZCTA)
2020,10309,ZCTA5 10309,33896,31759,200,806,2968,0,ACS 2020 5-year (ZCTA)
2020,10310,ZCTA5 10310,24168,13815,5557,1502,7450,0,ACS 2020 5-year (ZCTA)
2020,10312,ZCTA5 10312,61114,53863,590,4189,7354,0,ACS 2020 5-year (ZCTA)
2020,10314,ZCTA5 10314,89938,63791,3300,16415,13674,0,ACS 2020 5-year (ZCTA)
2020,10451,ZCTA5 10451,49423,8062,20160,642,28799,0,ACS 2020 5-year (ZCTA)
2020,10452,ZCTA5 10452,74379,11088,23894,1069,51956,0,ACS 2020 5-year (ZCTA)
2020,10453,ZCTA5 10453,78858,8986,25681,1769,54353,0,ACS 2020 5-year (ZCTA)
2020,10454,ZCTA5 10454,37807,6264,13164,108,24959,0,ACS 2020 5-year (ZCTA)
2020,10455,ZCTA5 10455,40300,6247,12739,344,29515,0,ACS 2020 5-year (ZCTA)
2020,10456,ZCTA5 10456,90479,11109,42701,601,52804,0,ACS 2020 5-year (ZCTA)
2020,10457,ZCTA5 10457,74679,14332,34049,536,49595,0,ACS 2020 5-year (ZCTA)
2020,10458,ZCTA5 10458,85893,13082,16270,2235,61674,0,ACS 2020 5-year (ZCTA)
2020,10459,ZCTA5 10459,48391,5971,17050,132,32734,0,ACS 2020 5-year (ZCTA)
2020,10460,ZCTA5 10460,57514,10055,19774,1050,38643,0,ACS 2020 5-year (ZCTA)
2020,10461,ZCTA5 10461,51081,24399,4721,6593,24193,0,ACS 2020 5-year (ZCTA)
2020,10462,ZCTA5 10462,75441,15651,20486,11793,35057,0,ACS 2020 5-year (ZCTA)
2020,10463,ZCTA5 10463,70236,32246,12085,2395,36633,0,ACS 2020 5-year (ZCTA)
2020,10464,ZCTA5 10464,4322,3031,21,79,1591,0,ACS 2020 5-year (ZCTA)
2020,10465,ZCTA5 10465,45066,25152,5947,1932,21153,0,ACS 2020 5-year (ZCTA)
2020,10466,ZCTA5 10466,74519,7801,52297,2042,18621,0,ACS 2020 5-year (ZCTA)
2020,10467,ZCTA5 10467,100867,24388,34448,5516,52678,0,ACS 2020 5-year (ZCTA)
2020,10468,ZCTA5 10468,78778,12013,19295,1569,61285,0,ACS 2020 5-year (ZCTA)
2020,10469,ZCTA5 10469,72550,12217,41335,4689,20352,0,ACS 2020 5-year (ZCTA)
2020,10470,ZCTA5 10470,15500,6508,5929,764,3028,0,ACS 2020 5-year (ZCTA)
2020,10471,ZCTA5 10471,22577,14922,2215,1267,5659,0,ACS 2020 5-year (ZCTA)
2020,10472,ZCTA5 10472,67989,7903,17483,5982,42914,0,ACS 2020 5-year (ZCTA)
2020,10473,ZCTA5 10473,59627,17329,22578,1032,37130,0,ACS 2020 5-year (ZCTA)
2020,10474,ZCTA5 10474,11579,1603,4933,25,7273,0,ACS 2020 5-year (ZCTA)
2020,10475,ZCTA5 10475,43791,6277,27837,1081,13124,0,ACS 2020 5-year (ZCTA)
2020,11004,ZCTA5 11004,15297,4999,752,7282,1850,414,ACS 2020 5-year (ZCTA)
2020,11101,ZCTA5 11101,32537,13324,4469,8631,7105,0,ACS 2020 5-year (ZCTA)
2020,11102,ZCTA5 11102,28359,16458,2186,4668,7282,0,ACS 2020 5-year (ZCTA)
2020,11103,ZCTA5 11103,35419,23557,1044,5056,8549,0,ACS 2020 5-year (ZCTA)
2020,11104,ZCTA5 11104,25037,14891,420,6163,6972,0,ACS 2020 5-year (ZCTA)
2020,11105,ZCTA5 11105,37452,27351,1020,3853,8379,0,ACS 2020 5-year (ZCTA)
2020,11106,ZCTA5 11106,37094,20347,2812,6629,10228,0,ACS 2020 5-year (ZCTA)
2020,11109,ZCTA5 11109,6127,3534,91,2174,442,0,ACS 2020 5-year (ZCTA)
2020,11201,ZCTA5 11201,64798,41093,7977,8634,7354,0,ACS 2020 5-year (ZCTA)
2020,11203,ZCTA5 11203,77589,3385,67107,1525,5304,268,ACS 2020 5-year (ZCTA)
2020,11204,ZCTA5 11204,75840,42054,808,25148,9042,0,ACS 2020 5-year (ZCTA)
2020,11205,ZCTA5 11205,47866,25199,13669,2948,7871,0,ACS 2020 5-year (ZCTA)
2020,11206,ZCTA5 11206,87599,40492,19698,5629,32979,0,ACS 2020 5-year (ZCTA)
2020,11207,ZCTA5 11207,90867,12502,57897,1399,29584,0,ACS 2020 5-year (ZCTA)
2020,11208,ZCTA5 11208,102626,23864,54146,6870,40931,0,ACS 2020 5-year (ZCTA)
2020,11209,ZCTA5 11209,68368,48436,2845,8941,12163,0,ACS 2020 5-year (ZCTA)
2020,11210,ZCTA5 11210,62423,19856,35240,2369,4744,214,ACS 2020 5-year (ZCTA)
2020,11211,ZCTA5 11211,104561,74440,6567,6641,25035,0,ACS 2020 5-year (ZCTA)
2020,11212,ZCTA5 11212,74037,6398,57275,677,13314,0,ACS 2020 5-year (ZCTA)
2020,11213,ZCTA5 11213,67382,16970,43233,1395,7912,0,ACS 2020 5-year (ZCTA)
2020,11214,ZCTA5 11214,90372,42330,1820,33391,15975,0,ACS 2020 5-year (ZCTA)
2020,11215,ZCTA5 11215,69995,51922,2848,6389,11032,0,ACS 2020 5-year (ZCTA)
2020,11216,ZCTA5 11216,59567,19128,30377,2894,7315,0,ACS 2020 5-year (ZCTA)
2020,11217,ZCTA5 11217,42461,24204,8288,3907,6629,0,ACS 2020 5-year (ZCTA)
2020,11218,ZCTA5 11218,73280,43368,6706,14466,10630,0,ACS 2020 5-year (ZCTA)
2020,11219,ZCTA5 11219,87812,57699,1295,21317,10882,0,ACS 2020 5-year (ZCTA)
2020,11220,ZCTA5 11220,90657,27716,2877,37421,36498,0,ACS 2020 5-year (ZCTA)
2020,11221,ZCTA5 11221,85582,21810,37775,3524,28937,0,ACS 2020 5-year (ZCTA)
2020,11222,ZCTA5 11222,36710,29347,1258,1944,5592,0,ACS 2020 5-year (ZCTA)
2020,11223,ZCTA5 11223,80500,44647,4289,20130,10787,647,ACS 2020 5-year (ZCTA)
2020,11224,ZCTA5 11224,45587,25039,9402,3368,9256,0,ACS 2020 5-year (ZCTA)
2020,11225,ZCTA5 11225,56072,16737,33538,1470,5580,0,ACS 2020 5-year (ZCTA)
2020,11226,ZCTA5 11226,96332,15139,64136,2826,15360,0,ACS 2020 5-year (ZCTA)
2020,11228,ZCTA5 11228,43878,23533,603,16253,5323,0,ACS 2020 5-year (ZCTA)
2020,11229,ZCTA5 11229,81909,52106,5260,18746,7984,0,ACS 2020 5-year (ZCTA)
2020,11230,ZCTA5 11230,87188,60164,6282,12434,9950,0,ACS 2020 5-year (ZCTA)
2020,11231,ZCTA5 11231,37796,25236,5572,2196,6074,0,ACS 2020 5-year (ZCTA)
2020,11232,ZCTA5 11232,26501,11592,2001,4213,13702,0,ACS 2020 5-year (ZCTA)
2020,11233,ZCTA5 11233,79796,10444,58859,1822,12480,0,ACS 2020 5-year (ZCTA)
2020,11234,ZCTA5 11234,90372,35078,40921,6725,9795,0,ACS 2020 5-year (ZCTA)
2020,11235,ZCTA5 11235,76921,56486,1687,10094,6618,2036,ACS 2020 5-year (ZCTA)
2020,11236,ZCTA5 11236,98821,5346,84752,2631,7474,0,ACS 2020 5-year (ZCTA)
2020,11237,ZCTA5 11237,46772,16614,5807,2656,28086,0,ACS 2020 5-year (ZCTA)
2020,11238,ZCTA5 11238,55102,29580,16299,3287,5693,243,ACS 2020 5-year (ZCTA)
2020,11239,ZCTA5 11239,12832,3251,7632,461,2387,0,ACS 2020 5-year (ZCTA)
2020,11354,ZCTA5 11354,52351,9821,1636,34024,7482,0,ACS 2020 5-year (ZCTA)
2020,11355,ZCTA5 11355,81358,10056,2214,58758,12736,0,ACS 2020 5-year (ZCTA)
2020,11356,ZCTA5 11356,24178,7276,459,7135,10469,0,ACS 2020 5-year (ZCTA)
2020,11357,ZCTA5 11357,40118,26062,273,9933,6955,0,ACS 2020 5-year (ZCTA)
2020,11358,ZCTA5 11358,36665,14150,469,17295,6574,0,ACS 2020 5-year (ZCTA)
2020,11360,ZCTA5 11360,18892,11434,235,6125,2068,0,ACS 2020 5-year (ZCTA)
2020,11361,ZCTA5 11361,28531,13018,1358,12000,3442,0,ACS 2020 5-year (ZCTA)
2020,11362,ZCTA5 11362,18694,8426,491,8594,1903,0,ACS 2020 5-year (ZCTA)
2020,11363,ZCTA5 11363,6834,3739,132,2328,860,0,ACS 2020 5-year (ZCTA)
2020,11364,ZCTA5 11364,35866,13675,1379,17375,5689,0,ACS 2020 5-year (ZCTA)
2020,11365,ZCTA5 11365,43730,13423,3914,20085,8721,0,ACS 2020 5-year (ZCTA)
2020,11366,ZCTA5 11366,14109,5288,823,6688,1574,0,ACS 2020 5-year (ZCTA)
2020,11367,ZCTA5 11367,40141,21256,2877,11286,7271,0,ACS 2020 5-year (ZCTA)
2020,11368,ZCTA5 11368,108661,34083,10529,14467,81431,0,ACS 2020 5-year (ZCTA)
2020,11369,ZCTA5 11369,30693,7943,5126,4493,18187,0,ACS 2020 5-year (ZCTA)
2020,11370,ZCTA5 11370,29366,12548,4374,6863,10689,0,ACS 2020 5-year (ZCTA)
2020,11372,ZCTA5 11372,63107,31320,1678,13514,34248,0,ACS 2020 5-year (ZCTA)
2020,11373,ZCTA5 11373,96495,15131,1702,47947,40303,0,ACS 2020 5-year (ZCTA)
2020,11374,ZCTA5 11374,43173,21237,1882,14084,7897,0,ACS 2020 5-year (ZCTA)
2020,11375,ZCTA5 11375,72615,42121,2363,20742,11066,0,ACS 2020 5-year (ZCTA)
2020,11377,ZCTA5 11377,82021,35187,2457,30037,32026,0,ACS 2020 5-year (ZCTA)
2020,11378,ZCTA5 11378,39033,25460,597,4811,13158,0,ACS 2020 5-year (ZCTA)
2020,11379,ZCTA5 11379,37780,28321,377,4356,7983,0,ACS 2020 5-year (ZCTA)
2020,11385,ZCTA5 11385,105025,78232,2853,6338,49040,0,ACS 2020 5-year (ZCTA)
2020,11411,ZCTA5 11411,20473,930,18631,81,1328,0,ACS 2020 5-year (ZCTA)
2020,11412,ZCTA5 11412,37987,945,32799,920,2437,886,ACS 2020 5-year (ZCTA)
2020,11413,ZCTA5 11413,41810,940,37697,486,2582,105,ACS 2020 5-year (ZCTA)
2020,11414,ZCTA5 11414,27672,21506,1162,1420,5953,0,ACS 2020 5-year (ZCTA)
2020,11415,ZCTA5 11415,18464,11214,959,3087,4463,0,ACS 2020 5-year (ZCTA)
2020,11416,ZCTA5 11416,26087,7070,1413,8348,12016,0,ACS 2020 5-year (ZCTA)
2020,11417,ZCTA5 11417,31156,9768,2575,9558,11574,0,ACS 2020 5-year (ZCTA)
2020,11418,ZCTA5 11418,37666,14804,3041,8817,16348,0,ACS 2020 5-year (ZCTA)
2020,11419,ZCTA5 11419,47955,4066,6522,18425,8857,10085,ACS 2020 5-year (ZCTA)
2020,11420,ZCTA5 11420,47266,6846,11976,14991,11485,1968,ACS 2020 5-year (ZCTA)
2020,11421,ZCTA5 11421,39654,14031,2270,7715,23166,0,ACS 2020 5-year (ZCTA)
2020,11422,ZCTA5 11422,32786,2430,27518,809,2887,0,ACS 2020 5-year (ZCTA)
2020,11423,ZCTA5 11423,29532,3767,11223,8812,4025,1705,ACS 2020 5-year (ZCTA)
2020,11426,ZCTA5 11426,20222,6927,1219,8689,3977,0,ACS 2020 5-year (ZCTA)
2020,11427,ZCTA5 11427,25096,5949,5452,8329,5200,166,ACS 2020 5-year (ZCTA)
2020,11428,ZCTA5 11428,19830,3483,3888,5836,4774,1849,ACS 2020 5-year (ZCTA)
2020,11429,ZCTA5 11429,27808,1161,19879,1066,3990,1712,ACS 2020 5-year (ZCTA)
2020,11432,ZCTA5 11432,64282,11250,11532,27346,13382,772,ACS 2020 5-year (ZCTA)
2020,11433,ZCTA5 11433,36929,1845,22808,4755,5332,2189,ACS 2020 5-year (ZCTA)
2020,11434,ZCTA5 11434,62590,2657,52093,2057,5910,0,ACS 2020 5-year (ZCTA)
2020,11435,ZCTA5 11435,59392,10510,15490,13085,18296,2011,ACS 2020 5-year (ZCTA)
2020,11436,ZCTA5 11436,18955,921,11560,1691,2686,2097,ACS 2020 5-year (ZCTA)
2020,11691,ZCTA5 11691,68454,23448,31620,3373,16089,0,ACS 2020 5-year (ZCTA)
2020,11692,ZCTA5 11692,22394,4666,12579,1245,5621,0,ACS 2020 5-year (ZCTA)
2020,11693,ZCTA5 11693,13029,7734,2813,539,3713,0,ACS 2020 5-year (ZCTA)
2020,11694,ZCTA5 11694,21258,17045,1234,446,4115,0,ACS 2020 5-year (ZCTA)
2020,11697,ZCTA5 11697,3527,3360,21,24,278,0,ACS 2020 5-year (ZCTA)